cosmic_id,cell_line_name,tissue_descriptor,tcga_code,msi_status
906794,A253,aero_dig_tract,UNCLASSIFIED,MSS/MSI-L
753531,BB30-HNC,aero_dig_tract,HNSC,MSS/MSI-L
753532,BB49-HNC,aero_dig_tract,HNSC,MSS/MSI-L
753535,BHY,aero_dig_tract,HNSC,MSS/MSI-L
1290724,BICR10,aero_dig_tract,HNSC,MSS/MSI-L
1240121,BICR22,aero_dig_tract,HNSC,MSS/MSI-L
1290725,BICR31,aero_dig_tract,HNSC,MSS/MSI-L
1240122,BICR78,aero_dig_tract,HNSC,MSS/MSI-L
753538,CA9-22,aero_dig_tract,HNSC,MSS/MSI-L
910916,CAL-27,aero_dig_tract,HNSC,MSS/MSI-L
753541,CAL-33,aero_dig_tract,HNSC,MSS/MSI-L
906837,DETROIT562,aero_dig_tract,HNSC,MSS/MSI-L
910936,DOK,aero_dig_tract,HNSC,MSS/MSI-L
906863,FADU,aero_dig_tract,HNSC,MSS/MSI-L
1240140,H3118,aero_dig_tract,UNCLASSIFIED,MSS/MSI-L
907059,HN,aero_dig_tract,HNSC,MSS/MSI-L
924111,HO-1-N-1,aero_dig_tract,HNSC,MSS/MSI-L
753561,HO-1-U-1,aero_dig_tract,HNSC,MSS/MSI-L
753562,HSC-2,aero_dig_tract,HNSC,MSS/MSI-L
907061,HSC-3,aero_dig_tract,HNSC,MSS/MSI-L
907062,HSC-4,aero_dig_tract,HNSC,MSS/MSI-L
1240161,JHU-011,aero_dig_tract,HNSC,MSS/MSI-L
1240162,JHU-022,aero_dig_tract,HNSC,MSS/MSI-L
1298215,KON,aero_dig_tract,HNSC,MSS/MSI-L
753570,KOSC-2,aero_dig_tract,HNSC,MSS/MSI-L
753583,LB771-HNC,aero_dig_tract,HNSC,MSS/MSI-L
1298362,OSC-19,aero_dig_tract,HNSC,MSS/MSI-L
1240196,OSC-20,aero_dig_tract,HNSC,MSS/MSI-L
1240204,PCI-15A,aero_dig_tract,HNSC,MSS/MSI-L
1298529,PCI-30,aero_dig_tract,HNSC,MSS/MSI-L
1240205,PCI-38,aero_dig_tract,HNSC,MSS/MSI-L
1298531,PCI-4B,aero_dig_tract,HNSC,MSS/MSI-L
1240206,PCI-6A,aero_dig_tract,HNSC,MSS/MSI-L
1240207,PE/CA-PJ15,aero_dig_tract,HNSC,MSS/MSI-L
909700,RPMI-2650,aero_dig_tract,HNSC,MSS/MSI-L
909708,SAS,aero_dig_tract,HNSC,MSS/MSI-L
1299050,SAT,aero_dig_tract,HNSC,MSS/MSI-L
910911,SCC-15,aero_dig_tract,HNSC,MSS/MSI-L
910701,SCC-25,aero_dig_tract,HNSC,MSS/MSI-L
910904,SCC-4,aero_dig_tract,HNSC,MSS/MSI-L
909709,SCC-9,aero_dig_tract,HNSC,MSS/MSI-L
1299059,SKN-3,aero_dig_tract,HNSC,MSS/MSI-L
906817,COLO-680N,aero_dig_tract,ESCA,MSS/MSI-L
753555,EC-GI-10,aero_dig_tract,ESCA,MSS/MSI-L
1503366,ESO26,aero_dig_tract,ESCA,MSS/MSI-L
1503367,ESO51,aero_dig_tract,ESCA,MSS/MSI-L
1503361,FLO-1,aero_dig_tract,ESCA,MSS/MSI-L
753559,HCE-4,aero_dig_tract,ESCA,MSS/MSI-L
1503368,KYAE-1,aero_dig_tract,ESCA,MSS/MSI-L
753573,KYSE-140,aero_dig_tract,ESCA,MSS/MSI-L
907317,KYSE-150,aero_dig_tract,ESCA,MSS/MSI-L
907318,KYSE-180,aero_dig_tract,ESCA,MSS/MSI-L
1240167,KYSE-220,aero_dig_tract,ESCA,MSS/MSI-L
907319,KYSE-270,aero_dig_tract,ESCA,MSS/MSI-L
753574,KYSE-410,aero_dig_tract,ESCA,MSS/MSI-L
907320,KYSE-450,aero_dig_tract,ESCA,MSS/MSI-L
1298222,KYSE-50,aero_dig_tract,ESCA,MSS/MSI-L
907321,KYSE-510,aero_dig_tract,ESCA,MSS/MSI-L
753575,KYSE-520,aero_dig_tract,ESCA,MSS/MSI-L
753576,KYSE-70,aero_dig_tract,ESCA,MSS/MSI-L
1503363,OACM5-1,aero_dig_tract,ESCA,MSS/MSI-L
1503362,OACP4C,aero_dig_tract,ESCA,MSS/MSI-L
910079,OE19,aero_dig_tract,ESCA,MSS/MSI-L
1298359,OE21,aero_dig_tract,ESCA,MSS/MSI-L
910549,OE33,aero_dig_tract,ESCA,MSS/MSI-L
1503365,SK-GT-4,aero_dig_tract,ESCA,MSS/MSI-L
753621,TE-1,aero_dig_tract,ESCA,MSS/MSI-L
753622,TE-10,aero_dig_tract,ESCA,MSS/MSI-L
946354,TE-11,aero_dig_tract,ESCA,MSS/MSI-L
946356,TE-12,aero_dig_tract,ESCA,MSS/MSI-L
753614,TE-15,aero_dig_tract,ESCA,MSS/MSI-L
1503371,TE-4,aero_dig_tract,ESCA,MSS/MSI-L
735784,TE-5,aero_dig_tract,ESCA,MSS/MSI-L
946355,TE-6,aero_dig_tract,ESCA,MSS/MSI-L
753623,TE-8,aero_dig_tract,ESCA,MSS/MSI-L
946353,TE-9,aero_dig_tract,ESCA,MSS/MSI-L
1299064,T-T,aero_dig_tract,ESCA,MSS/MSI-L
910688,CESS,leukemia,LAML,MSS/MSI-L
753548,CTV-1,leukemia,LAML,MSI-H
906870,GDM-1,leukemia,LAML,MSS/MSI-L
907053,HEL,leukemia,LAML,MSS/MSI-L
905938,HL-60,leukemia,LAML,MSS/MSI-L
907275,KASUMI-1,leukemia,LAML,MSS/MSI-L
907278,KG-1,leukemia,LAML,MSS/MSI-L
907280,KMOE-2,leukemia,LAML,MSS/MSI-L
1330942,ME-1,leukemia,LAML,MSS/MSI-L
908141,ML-2,leukemia,LAML,MSS/MSI-L
1330947,MOLM-13,leukemia,LAML,MSS/MSI-L
908148,MONO-MAC-6,leukemia,LAML,MSS/MSI-L
908448,NKM-1,leukemia,LAML,MSS/MSI-L
908451,NOMO-1,leukemia,LAML,MSS/MSI-L
910947,OCI-AML2,leukemia,LAML,MSS/MSI-L
1290455,OCI-AML3,leukemia,LAML,MSS/MSI-L
1330983,OCI-AML5,leukemia,LAML,MSS/MSI-L
1330985,OCI-M1,leukemia,LAML,MSS/MSI-L
909253,P31-FUJ,leukemia,LAML,MSI-H
1330991,PL-21,leukemia,LAML,MSS/MSI-L
910545,QIMR-WIL,leukemia,LAML,MSS/MSI-L
909715,SIG-M5,leukemia,LAML,MSS/MSI-L
909771,THP-1,leukemia,LAML,MSS/MSI-L
907273,KARPAS-299,lymphoma,UNCLASSIFIED,MSS/MSI-L
909742,SU-DHL-1,lymphoma,UNCLASSIFIED,MSS/MSI-L
1331040,SUP-M2,lymphoma,UNCLASSIFIED,MSS/MSI-L
910705,BALL-1,leukemia,UNCLASSIFIED,MSS/MSI-L
1327774,KARPAS-231,leukemia,UNCLASSIFIED,MSS/MSI-L
1330933,KOPN-8,leukemia,UNCLASSIFIED,MSS/MSI-L
908132,MHH-CALL-2,leukemia,UNCLASSIFIED,MSS/MSI-L
908136,MHH-PREB-1,leukemia,UNCLASSIFIED,MSI-H
908143,MN-60,leukemia,UNCLASSIFIED,MSI-H
908158,NALM-6,leukemia,UNCLASSIFIED,MSI-H
1330994,RCH-ACV,leukemia,UNCLASSIFIED,MSS/MSI-L
909696,REH,leukemia,UNCLASSIFIED,MSI-H
1331025,ROS-50,leukemia,UNCLASSIFIED,MSS/MSI-L
910209,SUP-B8,leukemia,UNCLASSIFIED,MSS/MSI-L
909777,U-698-M,leukemia,UNCLASSIFIED,MSS/MSI-L
910935,A3-KAW,lymphoma,DLBC,MSS/MSI-L
910934,A4-FUK,lymphoma,DLBC,MSS/MSI-L
910919,BC-1,lymphoma,DLBC,MSS/MSI-L
906807,CRO-AP2,lymphoma,DLBC,MSS/MSI-L
949088,CTB-1,lymphoma,DLBC,MSS/MSI-L
906832,DB,lymphoma,DLBC,MSS/MSI-L
906842,DOHH-2,lymphoma,DLBC,MSS/MSI-L
1297449,FARAGE,lymphoma,DLBC,MSS/MSI-L
1303897,GRANTA-519,lymphoma,DLBC,MSS/MSI-L
1327765,JEKO-1,lymphoma,DLBC,MSS/MSI-L
1327769,JSC-1,lymphoma,DLBC,MSS/MSI-L
1327773,KARPAS-1106P,lymphoma,DLBC,MSS/MSI-L
907274,KARPAS-422,lymphoma,DLBC,MSS/MSI-L
907799,MC116,lymphoma,DLBC,MSS/MSI-L
1330982,NU-DUL-1,lymphoma,DLBC,MSS/MSI-L
1330984,OCI-LY-19,lymphoma,DLBC,MSS/MSI-L
1330995,RC-K8,lymphoma,DLBC,MSS/MSI-L
910861,RL,lymphoma,DLBC,MSS/MSI-L
910930,SCC-3,lymphoma,DLBC,MSS/MSI-L
1331032,SLVL,lymphoma,DLBC,MSS/MSI-L
1331033,SU-DHL-10,lymphoma,DLBC,MSS/MSI-L
1331034,SU-DHL-16,lymphoma,DLBC,MSS/MSI-L
1331035,SU-DHL-4,lymphoma,DLBC,MSS/MSI-L
1331036,SU-DHL-5,lymphoma,DLBC,MSS/MSI-L
1331037,SU-DHL-6,lymphoma,DLBC,MSS/MSI-L
1331038,SU-DHL-8,lymphoma,DLBC,MSS/MSI-L
1331045,TK,lymphoma,DLBC,MSS/MSI-L
909773,TUR,lymphoma,DLBC,MSI-H
1331048,VAL,lymphoma,DLBC,MSS/MSI-L
1331050,WSU-DLCL2,lymphoma,DLBC,MSS/MSI-L
910706,BL-41,lymphoma,UNCLASSIFIED,MSS/MSI-L
910703,CA46,lymphoma,UNCLASSIFIED,MSS/MSI-L
906831,DAUDI,lymphoma,UNCLASSIFIED,MSS/MSI-L
906838,DG-75,lymphoma,UNCLASSIFIED,MSI-H
906846,EB2,lymphoma,UNCLASSIFIED,MSS/MSI-L
906847,EB-3,lymphoma,UNCLASSIFIED,MSS/MSI-L
1303896,GA-10,lymphoma,UNCLASSIFIED,MSS/MSI-L
907268,JIYOYEP-2003,lymphoma,UNCLASSIFIED,MSS/MSI-L
908159,NAMALWA,lymphoma,UNCLASSIFIED,MSS/MSI-L
1330987,P32-ISH,lymphoma,UNCLASSIFIED,MSS/MSI-L
909262,RAJI,lymphoma,UNCLASSIFIED,MSS/MSI-L
910401,RAMOS-2G6-4C10,lymphoma,UNCLASSIFIED,MSS/MSI-L
910906,ST486,lymphoma,UNCLASSIFIED,MSS/MSI-L
910710,BV-173,leukemia,LCML,MSS/MSI-L
910951,CML-T1,leukemia,LCML,MSS/MSI-L
906855,EM-2,leukemia,LCML,MSS/MSI-L
1327771,JURL-MK1,leukemia,LCML,MSS/MSI-L
905940,K-562,leukemia,LCML,MSS/MSI-L
1330931,KCL-22,leukemia,LCML,MSI-H
907311,KU812,leukemia,LCML,MSS/MSI-L
907783,LAMA-84,leukemia,LCML,MSS/MSI-L
908126,MEG-01,leukemia,LCML,MSS/MSI-L
910544,RPMI-8866,leukemia,LCML,MSS/MSI-L
1295741,AMO-1,myeloma,MM,MSS/MSI-L
906856,EOL-1-CELL,leukemia,UNCLASSIFIED,MSS/MSI-L
1327766,JJN-3,myeloma,MM,MSS/MSI-L
1327775,KARPAS-620,myeloma,MM,MSS/MSI-L
683665,MC-CAR,myeloma,MM,MSS/MSI-L
909722,SKM-1,leukemia,UNCLASSIFIED,MSS/MSI-L
907044,HC-1,leukemia,UNCLASSIFIED,MSS/MSI-L
908142,MLMA,leukemia,UNCLASSIFIED,MSS/MSI-L
908149,MO-T,leukemia,UNCLASSIFIED,MSS/MSI-L
924110,HDLM-2,lymphoma,UNCLASSIFIED,MSS/MSI-L
907050,HD-MY-Z,lymphoma,UNCLASSIFIED,MSS/MSI-L
1322218,HS-445,lymphoma,UNCLASSIFIED,MSS/MSI-L
909976,KM-H2,lymphoma,UNCLASSIFIED,MSS/MSI-L
1330935,L-1236,lymphoma,UNCLASSIFIED,MSS/MSI-L
907322,L-428,lymphoma,UNCLASSIFIED,MSS/MSI-L
907323,L-540,lymphoma,UNCLASSIFIED,MSS/MSI-L
909701,RPMI-6666,lymphoma,UNCLASSIFIED,MSS/MSI-L
1331039,SUP-HD1,lymphoma,UNCLASSIFIED,MSS/MSI-L
907300,KY821,leukemia,LAML,MSS/MSI-L
908156,MV-4-11,leukemia,UNCLASSIFIED,MSS/MSI-L
909703,RS4-11,leukemia,ALL,MSI-H
906800,697,leukemia,UNCLASSIFIED,MSS/MSI-L
910944,ALL-PO,leukemia,ALL,MSS/MSI-L
906763,BE-13,leukemia,ALL,MSS/MSI-L
905952,CCRF-CEM,leukemia,ALL,MSS/MSI-L
906877,GR-ST,leukemia,ALL,MSI-H
949153,HAL-01,leukemia,ALL,MSS/MSI-L
907272,KARPAS-45,leukemia,ALL,MSS/MSI-L
907277,KE-37,leukemia,ALL,MSS/MSI-L
907787,LC4-1,leukemia,ALL,MSS/MSI-L
905958,MOLT-4,leukemia,ALL,MSI-H
909252,P30-OHK,leukemia,ALL,MSI-H
1247871,SUP-B15,leukemia,ALL,MSS/MSI-L
910687,ATN-1,leukemia,ALL,MSS/MSI-L
907789,LOUCY,leukemia,ALL,MSS/MSI-L
908146,MOLT-13,leukemia,ALL,MSI-H
908147,MOLT-16,leukemia,ALL,MSS/MSI-L
909251,P12-ICHIKAWA,leukemia,ALL,MSS/MSI-L
909260,PF-382,leukemia,ALL,MSS/MSI-L
909702,RPMI-8402,leukemia,ALL,MSS/MSI-L
909743,SUP-T1,leukemia,ALL,MSS/MSI-L
906836,DEL,lymphoma,UNCLASSIFIED,MSS/MSI-L
906854,EHEB,lymphoma,CLL,MSS/MSI-L
1297447,EJM,myeloma,MM,MSS/MSI-L
907043,H9,lymphoma,UNCLASSIFIED,MSS/MSI-L
907269,JVM-2,lymphoma,CLL,MSS/MSI-L
907270,JVM-3,lymphoma,CLL,MSS/MSI-L
905965,SR,lymphoma,UNCLASSIFIED,MSS/MSI-L
1331049,WIL2-NS,lymphoma,UNCLASSIFIED,MSS/MSI-L
909785,WSU-NHL,lymphoma,UNCLASSIFIED,MSI-H
946358,YT,lymphoma,ALL,MSS/MSI-L
906765,ARH-77,myeloma,MM,MSS/MSI-L
753563,IM-9,myeloma,MM,MSS/MSI-L
907281,KMS-12-BM,myeloma,MM,MSS/MSI-L
924239,L-363,myeloma,MM,MSS/MSI-L
907791,LP-1,myeloma,MM,MSS/MSI-L
1659818,MM1S,myeloma,MM,MSS/MSI-L
1330950,MOLP-8,myeloma,MM,MSS/MSI-L
724825,NCI-H929,myeloma,MM,MSS/MSI-L
909249,OPM-2,myeloma,MM,MSS/MSI-L
905964,RPMI-8226,myeloma,MM,MSS/MSI-L
753612,SK-MM-2,myeloma,MM,MSS/MSI-L
753615,U-266,myeloma,MM,MSS/MSI-L
1295740,ALL-SIL,leukemia,ALL,MSS/MSI-L
1297446,DND-41,leukemia,ALL,MSI-H
907056,HH,leukemia,UNCLASSIFIED,MSS/MSI-L
998184,JURKAT,leukemia,ALL,MSI-H
1290795,CS1,bone,UNCLASSIFIED,MSS/MSI-L
909717,SJSA-1,bone,UNCLASSIFIED,MSS/MSI-L
1290765,CAL-78,bone,UNCLASSIFIED,MSS/MSI-L
1303912,CHSA8926,bone,UNCLASSIFIED,MSS/MSI-L
907290,H-EMC-SS,bone,UNCLASSIFIED,MSS/MSI-L
753539,CADO-ES1,bone,UNCLASSIFIED,MSS/MSI-L
949158,ES1,bone,UNCLASSIFIED,MSS/MSI-L
684055,ES3,bone,UNCLASSIFIED,MSS/MSI-L
949156,ES4,bone,UNCLASSIFIED,MSS/MSI-L
684057,ES5,bone,UNCLASSIFIED,MSS/MSI-L
684059,ES7,bone,UNCLASSIFIED,MSS/MSI-L
949155,ES8,bone,UNCLASSIFIED,MSS/MSI-L
949163,EW-1,bone,UNCLASSIFIED,MSS/MSI-L
684062,EW-11,bone,UNCLASSIFIED,MSS/MSI-L
949162,EW-12,bone,UNCLASSIFIED,MSS/MSI-L
949166,EW-13,bone,UNCLASSIFIED,MSS/MSI-L
949165,EW-16,bone,UNCLASSIFIED,MSS/MSI-L
949164,EW-18,bone,UNCLASSIFIED,MSS/MSI-L
949167,EW-22,bone,UNCLASSIFIED,MSS/MSI-L
949168,EW-24,bone,UNCLASSIFIED,MSS/MSI-L
949161,EW-3,bone,UNCLASSIFIED,MSS/MSI-L
949160,EW-7,bone,UNCLASSIFIED,MSS/MSI-L
684072,SK-ES-1,bone,UNCLASSIFIED,MSS/MSI-L
909731,SK-PN-DW,bone,UNCLASSIFIED,MSS/MSI-L
1240221,TC-71,bone,UNCLASSIFIED,MSS/MSI-L
906827,CAL-72,bone,UNCLASSIFIED,MSS/MSI-L
1290807,G-292 CLONE A141B1,bone,UNCLASSIFIED,MSS/MSI-L
907060,HOS,bone,UNCLASSIFIED,MSS/MSI-L
909977,HUO-3N1,bone,UNCLASSIFIED,MSS/MSI-L
907072,HUO9,bone,UNCLASSIFIED,MSS/MSI-L
908131,MG-63,bone,UNCLASSIFIED,MSS/MSI-L
925345,NOS-1,bone,UNCLASSIFIED,MSS/MSI-L
910849,NY,bone,UNCLASSIFIED,MSS/MSI-L
909707,SAOS-2,bone,UNCLASSIFIED,MSS/MSI-L
909776,U-2-OS,bone,UNCLASSIFIED,MSS/MSI-L
910704,AU565,breast,BRCA,MSS/MSI-L
906801,BT-20,breast,BRCA,MSS/MSI-L
946359,BT-474,breast,BRCA,MSS/MSI-L
949093,BT-483,breast,BRCA,MSS/MSI-L
905951,BT-549,breast,BRCA,MSS/MSI-L
906826,CAL-120,breast,BRCA,MSS/MSI-L
924106,CAL-148,breast,BRCA,MSS/MSI-L
910927,CAL-51,breast,BRCA,MSS/MSI-L
910852,CAL-85-1,breast,BRCA,MSS/MSI-L
946382,CAMA-1,breast,BRCA,MSS/MSI-L
906812,COLO-824,breast,BRCA,MSS/MSI-L
906844,DU-4475,breast,BRCA,MSS/MSI-L
906851,EFM-19,breast,BRCA,MSS/MSI-L
1290798,EFM-192A,breast,BRCA,MSS/MSI-L
906862,EVSA-T,breast,BRCA,MSS/MSI-L
749710,HCC1143,breast,BRCA,MSS/MSI-L
749711,HCC1187,breast,BRCA,MSS/MSI-L
749712,HCC1395,breast,BRCA,MSS/MSI-L
907045,HCC1419,breast,BRCA,MSS/MSI-L
1290905,HCC1428,breast,BRCA,MSS/MSI-L
1303900,HCC1500,breast,BRCA,MSS/MSI-L
907046,HCC1569,breast,BRCA,MSI-H
749713,HCC1599,breast,BRCA,MSS/MSI-L
907047,HCC1806,breast,UNCLASSIFIED,MSS/MSI-L
749714,HCC1937,breast,BRCA,MSS/MSI-L
749709,HCC1954,breast,BRCA,MSS/MSI-L
1290906,HCC202,breast,BRCA,MSS/MSI-L
749715,HCC2157,breast,BRCA,MSS/MSI-L
749716,HCC2218,breast,BRCA,MSS/MSI-L
749717,HCC38,breast,BRCA,MSS/MSI-L
907048,HCC70,breast,BRCA,MSS/MSI-L
1290922,HDQ-P1,breast,BRCA,MSS/MSI-L
905957,HS-578-T,breast,BRCA,MSS/MSI-L
905946,MCF7,breast,BRCA,MSS/MSI-L
925338,MDA-MB-157,breast,BRCA,MSS/MSI-L
905960,MDA-MB-231,breast,BRCA,MSS/MSI-L
1330941,MDA-MB-330,breast,BRCA,MSS/MSI-L
908121,MDA-MB-361,breast,BRCA,MSS/MSI-L
924240,MDA-MB-415,breast,BRCA,MSS/MSI-L
1240172,MDA-MB-436,breast,BRCA,MSS/MSI-L
908122,MDA-MB-453,breast,BRCA,MSS/MSI-L
908123,MDA-MB-468,breast,BRCA,MSS/MSI-L
910948,MFM-223,breast,BRCA,MSS/MSI-L
908151,MRK-NU-1,breast,BRCA,MSS/MSI-L
909256,OCUB-M,breast,BRCA,MSS/MSI-L
905945,T47D,breast,BRCA,MSS/MSI-L
910910,UACC-812,breast,BRCA,MSS/MSI-L
909778,UACC-893,breast,BRCA,MSS/MSI-L
909907,ZR-75-30,breast,BRCA,MSS/MSI-L
906853,EGI-1,digestive_system,UNCLASSIFIED,MSS/MSI-L
906861,ETK-1,digestive_system,UNCLASSIFIED,MSS/MSI-L
907069,HUCCT1,digestive_system,UNCLASSIFIED,MSS/MSI-L
909769,TGBC1TKB,digestive_system,UNCLASSIFIED,MSS/MSI-L
910695,TGBC24TKB,digestive_system,UNCLASSIFIED,MSS/MSI-L
907073,HUTU-80,digestive_system,UNCLASSIFIED,MSS/MSI-L
910700,C2BBE1,large_intestine,COAD/READ,MSS/MSI-L
924108,CAR-1,large_intestine,COAD/READ,MSS/MSI-L
1240123,CCK-81,large_intestine,COAD/READ,MSI-H
1290769,CL-11,large_intestine,COAD/READ,MSS/MSI-L
1240124,CL-40,large_intestine,COAD/READ,MSS/MSI-L
905961,COLO-205,large_intestine,COAD/READ,MSS/MSI-L
910569,COLO-320-HSR,large_intestine,COAD/READ,MSS/MSI-L
910689,COLO-678,large_intestine,COAD/READ,MSS/MSI-L
910554,CW-2,large_intestine,COAD/READ,MSI-H
907291,GP5D,large_intestine,COAD/READ,MSI-H
905971,HCC2998,large_intestine,COAD/READ,MSS/MSI-L
1290907,HCC-56,large_intestine,COAD/READ,MSS/MSI-L
905936,HCT-116,large_intestine,COAD/READ,MSI-H
905937,HCT-15,large_intestine,COAD/READ,MSI-H
907289,HT-115,large_intestine,COAD/READ,MSS/MSI-L
905939,HT-29,large_intestine,COAD/READ,MSS/MSI-L
907287,HT55,large_intestine,COAD/READ,MSS/MSI-L
905989,KM12,large_intestine,COAD/READ,MSI-H
907790,LOVO,large_intestine,COAD/READ,MSI-H
917486,LS-1034,large_intestine,COAD/READ,MSS/MSI-L
907792,LS-123,large_intestine,COAD/READ,MSS/MSI-L
998189,LS-180,large_intestine,COAD/READ,MSI-H
907794,LS-411N,large_intestine,COAD/READ,MSI-H
907795,LS-513,large_intestine,COAD/READ,MSS/MSI-L
1240173,MDST8,large_intestine,COAD/READ,MSS/MSI-L
908482,NCI-H630,large_intestine,COAD/READ,MSI-H
908458,NCI-H716,large_intestine,COAD/READ,MSS/MSI-L
908457,NCI-H747,large_intestine,COAD/READ,MSS/MSI-L
909263,RCM-1,large_intestine,COAD/READ,MSS/MSI-L
909698,RKO,large_intestine,COAD/READ,MSI-H
909718,SK-CO-1,large_intestine,COAD/READ,MSS/MSI-L
1659823,SNU-1040,large_intestine,COAD/READ,MSS/MSI-L
1659928,SNU-175,large_intestine,COAD/READ,MSI-H
1660034,SNU-407,large_intestine,COAD/READ,MSI-H
1660035,SNU-61,large_intestine,COAD/READ,MSS/MSI-L
1660036,SNU-81,large_intestine,COAD/READ,MSS/MSI-L
910905,SNU-C1,large_intestine,COAD/READ,MSS/MSI-L
909740,SNU-C2B,large_intestine,COAD/READ,MSI-H
1674021,SNU-C5,large_intestine,COAD/READ,MSI-H
909746,SW1116,large_intestine,COAD/READ,MSS/MSI-L
909747,SW1417,large_intestine,COAD/READ,MSS/MSI-L
909748,SW1463,large_intestine,COAD/READ,MSS/MSI-L
909751,SW48,large_intestine,COAD/READ,MSI-H
909755,SW837,large_intestine,COAD/READ,MSS/MSI-L
909757,SW948,large_intestine,COAD/READ,MSS/MSI-L
909761,T84,large_intestine,COAD/READ,MSS/MSI-L
910850,C3A,digestive_system,LIHC,MSS/MSI-L
1240147,HEP 3B2_1-7,digestive_system,LIHC,MSS/MSI-L
907057,HLE,digestive_system,LIHC,MSS/MSI-L
1298146,HUH-1,digestive_system,LIHC,MSS/MSI-L
907071,HUH-7,digestive_system,LIHC,MSS/MSI-L
1298151,JHH-1,digestive_system,LIHC,MSS/MSI-L
1240159,JHH-6,digestive_system,LIHC,MSS/MSI-L
1240160,JHH-7,digestive_system,LIHC,MSS/MSI-L
909719,SK-HEP-1,digestive_system,LIHC,MSS/MSI-L
1240216,SNU-182,digestive_system,LIHC,MSS/MSI-L
909736,SNU-387,digestive_system,LIHC,MSS/MSI-L
1240217,SNU-398,digestive_system,LIHC,MSS/MSI-L
909737,SNU-423,digestive_system,LIHC,MSS/MSI-L
909738,SNU-449,digestive_system,LIHC,MSS/MSI-L
909739,SNU-475,digestive_system,LIHC,MSS/MSI-L
910924,23132-87,digestive_system,STAD,MSI-H
906790,AGS,digestive_system,STAD,MSS/MSI-L
906848,ECC10,digestive_system,UNCLASSIFIED,MSS/MSI-L
906849,ECC12,digestive_system,UNCLASSIFIED,MSS/MSI-L
1290806,FU97,digestive_system,STAD,MSS/MSI-L
906869,GCIY,digestive_system,STAD,MSS/MSI-L
907041,GT3TKB,digestive_system,STAD,MSS/MSI-L
907055,HGC-27,digestive_system,STAD,MSS/MSI-L
1240151,HS746T,digestive_system,STAD,MSS/MSI-L
1322224,HSC-39,digestive_system,STAD,MSS/MSI-L
1240155,IM-95,digestive_system,STAD,MSS/MSI-L
907276,KATOIII,digestive_system,STAD,MSS/MSI-L
908138,MKN1,digestive_system,UNCLASSIFIED,MSS/MSI-L
908139,MKN28,digestive_system,STAD,MSS/MSI-L
925340,MKN45,digestive_system,STAD,MSS/MSI-L
924250,MKN7,digestive_system,STAD,MSS/MSI-L
908461,NCI-N87,digestive_system,STAD,MSS/MSI-L
908444,NCI-SNU-1,digestive_system,STAD,MSI-H
908446,NCI-SNU-16,digestive_system,STAD,MSS/MSI-L
908445,NCI-SNU-5,digestive_system,STAD,MSS/MSI-L
908455,NUGC-3,digestive_system,STAD,MSI-H
1298357,NUGC-4,digestive_system,STAD,MSS/MSI-L
1298358,OCUM-1,digestive_system,STAD,MSS/MSI-L
1240209,RERF-GC-1B,digestive_system,STAD,MSS/MSI-L
909697,RF-48,digestive_system,STAD,MSS/MSI-L
909711,SCH,digestive_system,UNCLASSIFIED,MSS/MSI-L
1503364,SK-GT-2,digestive_system,STAD,MSS/MSI-L
909770,TGBC11TKB,digestive_system,STAD,MSI-H
909744,SW13,kidney,ACC,MSS/MSI-L
910922,769-P,kidney,KIRC,MSS/MSI-L
905947,786-0,kidney,KIRC,MSS/MSI-L
905948,A498,kidney,KIRC,MSS/MSI-L
910920,A704,kidney,KIRC,MSS/MSI-L
905950,ACHN,kidney,KIRC,MSS/MSI-L
753533,BB65-RCC,kidney,KIRC,MSS/MSI-L
910698,BFTC-909,kidney,KIRC,MSS/MSI-L
905963,CAKI-1,kidney,KIRC,MSS/MSI-L
910952,CAL-54,kidney,KIRC,MSS/MSI-L
907299,G-401,kidney,UNCLASSIFIED,MSS/MSI-L
753558,HA7-RCC,kidney,KIRC,MSS/MSI-L
1298168,KMRC-1,kidney,KIRC,MSS/MSI-L
1298169,KMRC-20,kidney,KIRC,MSS/MSI-L
753577,LB1047-RCC,kidney,KIRC,MSI-H
753578,LB2241-RCC,kidney,KIRC,MSS/MSI-L
753585,LB996-RCC,kidney,KIRC,MSS/MSI-L
1509073,NCC010,kidney,KIRC,MSS/MSI-L
1509074,NCC021,kidney,KIRC,MSS/MSI-L
909250,OS-RC-2,kidney,KIRC,MSS/MSI-L
909974,RCC10RGB,kidney,KIRC,MSS/MSI-L
1524418,RCC-AB,kidney,KIRC,MSS/MSI-L
1524417,RCC-ER,kidney,KIRC,MSS/MSI-L
1524414,RCC-FG2,kidney,KIRC,MSS/MSI-L
1524416,RCC-JW,kidney,KIRC,MSS/MSI-L
1524419,RCC-MF,kidney,KIRC,MSS/MSI-L
905978,RXF393,kidney,KIRC,MSS/MSI-L
905979,SN12C,kidney,KIRC,MSS/MSI-L
905980,TK10,kidney,KIRC,MSS/MSI-L
905981,U031,kidney,KIRC,MSS/MSI-L
909781,VMRC-RCZ,kidney,KIRC,MSS/MSI-L
1287381,201T,lung_NSCLC,LUAD,MSS/MSI-L
905949,A549,lung_NSCLC,LUAD,MSS/MSI-L
906791,ABC-1,lung_NSCLC,LUAD,MSS/MSI-L
687777,CALU-3,lung_NSCLC,LUAD,MSS/MSI-L
724859,CALU-6,lung_NSCLC,LUAD,MSS/MSI-L
